SKU;CANTIDAD;COSTO;LOCALIDAD;DEPOSITO
012864;10;0;;1101
011879;10;0;;1101
007384;10;0;;1102
022658;10;0;;1101
021116;10;0;;1101
018314;10;0;;1101
018521;10;0;;1502
018957;10;0;;1101
018135;10;0;;1101
013125;10;0;;1101
019314;10;0;;1101
021115;10;0;;1101
017933;10;0;;1101
021553;10;0;;1101
017879;10;0;;1101
021563;10;0;;1102
012863;10;0;;1101
021112;10;0;;1101
022664;10;0;;1101
017881;10;0;;1101
021114;10;0;;1101
018719;10;0;;0004
004553;10;0;;0004
020752;10;0;;1101
015963;10;0;;1103
022888;10;0;;1101
018378;10;0;;1101
001087;10;0;;1102
012221;10;0;;1101
019571;10;0;;1101
022656;10;0;;1101
020005;10;0;;1101
017878;10;0;;1101
020736;10.005;0;;1101
018720;10.01;0;;1101
010094;10.065;0;;1101
016406;10.17;0;;1101
021985;10.235;0;;1101
013764;10.32;0;;1101
019987;10.355;0;;1101
014989;10.355;0;;1101
006367;10.36;0;;1101
016413;10.37;0;;1101
011607;10.425;0;;1101
003471;10.615;0;;1101
017966;10.675;0;;1101
018865;10.68;0;;1101
016417;10.855;0;;1101
019598;10.925;0;;1101
000124;10.9999999999995;0;;1103
010147;11;0;;1101
019818;11;0;;1101
021290;11;0;;1101
011753;11;0;;1101
017792;11;0;;1101
012789;11;0;;1102
012411;11;0;;1101
016464;11;0;;1101
015139;11;0;;1101
013474;11;0;;1101
018468;11;0;;1102
012075;11;0;;1101
015716;11;0;;1101
010969;11;0;;1101
016129;11;0;;1101
020299;11;0;;1101
013277;11;0;;1101
016507;11;0;;1103
001073;11;0;;1102
014521;11;0;;1101
021620;11;0;;1101
014049;11;0;;1101
019547;11;0;;1101
019262;11;0;;1101
004418;11;0;;0501
006005;11;0;;1101
012221;11;0;;1102
017689;11;0;;1101
016266;11;0;;1101
021565;11;0;;1101
019620;11;0;;1101
001801;11;0;;1101
016363;11;0;;1102
018133;11;0;;1101
021346;11;0;;1101
018086;11;0;;1101
002170;11;0;;1101
003015;11;0;;1102
018137;11;0;;1101
007523;11;0;;1101
014025;11;0;;1101
019819;11;0;;1101
018574;11;0;;1101
020841;11;0;;1101
018509;11;0;;1101
011233;11;0;;1101
008442;11;0;;1101
021442;11;0;;1101
015197;11;0;;1101
019254;11;0;;1101
016224;11.05;0;;1101
009045;11.085;0;;1101
018812;11.1;0;;0004
000439;11.24;0;;1101
013374;11.295;0;;1101
018274;11.3;0;;1101
018395;11.305;0;;1101
008936;11.39;0;;1101
009083;11.975;0;;1101
021286;12;0;;1101
022545;12;0;;1101
015541;12;0;;1101
001973;12;0;;1101
003380;12;0;;1101
022735;12;0;;1101
021637;12;0;;1101
020994;12;0;;1101
022749;12;0;;1101
021182;12;0;;1101
021800;12;0;;1101
003485;12;0;;1101
021850;12;0;;1101
022697;12;0;;1101
020973;12;0;;1101
008054;12;0;;1101
001141;12;0;;1101
005756;12;0;;1101
021761;12;0;;1101
021184;12;0;;1101
020030;12;0;;1101
017273;12;0;;1101
022572;12;0;;1101
014789;12;0;;1101
014817;12;0;;1101
005907;12;0;;1101
009192;12;0;;1101
020234;12;0;;1101
018955;12;0;;1101
019546;12;0;;1101
022834;12;0;;1101
022478;12;0;;1101
006309;12;0;;1101
006308;12;0;;1101
021274;12;0;;1101
007581;12;0;;1101
021452;12;0;;1101
022692;12;0;;1101
022677;12;0;;1101
022694;12;0;;1101
021459;12;0;;1101
016998;12;0;;1101
022710;12;0;;1101
001675;12;0;;1101
008439;12;0;;1101
022644;12;0;;1101
022247;12;0;;1101
018923;12;0;;1101
002255;12;0;;1101
022248;12;0;;1101
022713;12;0;;1101
020856;12;0;;1101
022645;12;0;;1101
002842;12;0;;1101
022746;12;0;;1101
015115;12;0;;1101
019158;12;0;;1502
022838;12;0;;1101
022529;12;0;;1101
016397;12;0;;1101
022147;12;0;;1101
016620;12;0;;1102
015649;12;0;;1101
012074;12;0;;1101
005949;12;0;;1101
017468;12;0;;1101
021185;12;0;;1101
021091;12;0;;1101
005700;12;0;;1101
000499;12;0;;1101
021370;12;0;;1101
006311;12;0;;1101
015491;12;0;;1101
021178;12;0;;1101
022886;12;0;;1101
015133;12;0;;1101
021168;12;0;;1101
014968;12;0;;1101
002786;12;0;;1101
010175;12;0;;1102
021754;12;0;;1101
016477;12;0;;1101
020986;12;0;;1101
015240;12;0;;1101
022667;12;0;;1101
021453;12;0;;1101
022449;12;0;;1101
022646;12;0;;1101
019159;12;0;;1502
022458;12;0;;1101
022578;12;0;;1101
019247;12;0;;1101
014233;12;0;;1101
009516;12;0;;1101
021265;12;0;;1101
021826;12;0;;1101
015238;12;0;;1101
022068;12;0;;1101
022144;12;0;;1101
021292;12;0;;1101
019253;12;0;;1101
011297;12;0;;1101
022717;12;0;;1101
018611;12;0;;1101
022837;12;0;;1101
016273;12;0;;1101
020974;12;0;;1101
022577;12;0;;1101
020514;12;0;;1101
021447;12;0;;1101
020001;12;0;;1101
022145;12;0;;1101
006306;12;0;;1101
012638;12;0;;1101
014466;12;0;;1101
010887;12;0;;1101
006891;12;0;;1101
020535;12;0;;1101
021158;12;0;;1101
022830;12;0;;1101
022745;12;0;;1101
009578;12;0;;1101
021287;12;0;;1101
006995;12;0;;1101
022719;12;0;;1101
019566;12;0;;1101
021180;12;0;;1101
022231;12;0;;1101
000662;12;0;;1101
002851;12;0;;1101
002783;12;0;;1101
020850;12;0;;1101
009573;12;0;;1101
016942;12;0;;1101
022714;12;0;;1101
001773;12;0;;1101
003487;12;0;;1101
019918;12;0;;1101
022452;12;0;;1101
022858;12;0;;1101
002838;12;0;;1101
019442;12;0;;1101
013718;12;0;;1103
018453;12;0;;1101
022695;12;0;;1101
012857;12;0;;1101
017771;12;0;;1101
021004;12;0;;1101
019817;12;0;;1101
012850;12;0;;1101
009912;12;0;;1101
019354;12;0;;1101
021443;12;0;;1101
022481;12;0;;1101
015248;12;0;;1101
001140;12;0;;1101
017932;12;0;;1101
011954;12;0;;1101
015907;12;0;;1101
016671;12;0;;1101
012361;12;0;;1101
010684;12;0;;1101
008013;12;0;;1101
022748;12;0;;1101
022479;12;0;;1101
022148;12;0;;1101
002061;12;0;;1101
015130;12;0;;1101
006051;12;0;;1101
009500;12;0;;1101
010778;12;0;;1101
021460;12;0;;1101
022574;12;0;;1101
012919;12;0;;1101
008053;12;0;;1101
022839;12;0;;1101
011950;12;0;;1101
011880;12;0;;1101
020861;12;0;;1101
022237;12;0;;1101
006779;12;0;;1101
011022;12;0;;1101
002034;12;0;;0003
021755;12;0;;1101
020982;12;0;;1101
003928;12;0;;1101
012579;12;0;;1101
022696;12;0;;1101
018982;12;0;;1102
020992;12;0;;1101
022747;12;0;;1101
011482;12;0;;1101
022860;12;0;;1101
020231;12;0;;1101
018836;12;0;;1101
010033;12;0;;1101
020980;12;0;;1101
020513;12;0;;1101
020854;12;0;;1101
022480;12;0;;1101
014692;12;0;;000010
018243;12;0;;1103
001218;12;0;;1101
016941;12;0;;1101
010888;12;0;;1101
004553;12;0;;1101
022712;12;0;;1101
021170;12;0;;1101
022836;12;0;;1101
021461;12;0;;1101
022575;12;0;;1101
020989;12;0;;1101
020157;12;0;;1101
022181;12;0;;1101
001774;12;0;;1101
022693;12;0;;1101
002268;12;0;;1101
008036;12;0;;1102
021725;12;0;;1101
022680;12;0;;1101
012812;12;0;;1101
021724;12;0;;1101
018647;12;0;;1101
022833;12;0;;1101
011741;12;0;;1101
022676;12;0;;1101
021075;12;0;;1101
001292;12;0;;0008
016258;12;0;;1101
017474;12;0;;1101
020055;12;0;;1101
020468;12;0;;1101
019020;12;0;;1101
002101;12;0;;1101
022835;12;0;;1101
022016;12;0;;1101
010779;12;0;;1101
020842;12;0;;1101
020381;12;0;;1101
009317;12;0;;1101
021006;12;0;;1101
007412;12;0;;1101
022456;12;0;;1101
022441;12;0;;1101
022498;12;0;;1101
008658;12;0;;1101
021495;12;0;;1101
006825;12;0;;1101
006301;12;0;;1101
019605;12;0;;1101
022573;12;0;;1101
020871;12;0;;1101
022502;12;0;;1101
020981;12;0;;1101
019894;12;0;;1101
019260;12;0;;1101
022239;12;0;;1101
012152;12;0;;1101
002270;12;0;;1101
022455;12;0;;1101
022859;12;0;;1101
002846;12;0;;1101
022715;12;0;;1101
022571;12;0;;1101
022576;12;0;;1101
016876;12;0;;1101
021276;12;0;;1101
010201;12;0;;1101
019440;12;0;;1101
012458;12;0;;1101
008533;12;0;;1101
022675;12;0;;1101
020621;12;0;;1101
019147;12;0;;1101
003490;12;0;;1101
020113;12.12;0;;1101
008421;12.185;0;;1101
006607;12.235;0;;1101
004930;13;0;;1103
021566;13;0;;1101
019108;13;0;;1101
015142;13;0;;1101
018988;13;0;;1101
019116;13;0;;1101
020390;13;0;;1101
018323;13;0;;1101
021399;13;0;;1101
021429;13;0;;1102
001580;13;0;;0004
010024;13;0;;1101
003259;13;0;;1102
019814;13;0;;1101
020972;13;0;;1101
007123;13;0;;1101
013574;13;0;;1101
020420;13;0;;1101
020729;13;0;;1101
013024;13;0;;1102
018219;13;0;;1101
005893;13.035;0;;1101
021506;13.11;0;;1101
016552;13.11;0;;1101
018433;13.165;0;;1101
021997;13.25;0;;1101
004025;13.5;0;;0012
006605;13.555;0;;1101
011873;13.665;0;;1101
022275;13.755;0;;1101
019857;14;0;;1101
019306;14;0;;1101
007511;14;0;;1101
014975;14;0;;1101
001092;14;0;;1101
014606;14;0;;1101
021275;14;0;;1102
014721;14;0;;1101
016923;14;0;;1101
019575;14;0;;1101
001063;14;0;;1102
019574;14;0;;1101
002946;14;0;;0004
021273;14;0;;1102
021246;14;0;;1102
017231;14;0;;1101
010926;14;0;;1103
020179;14;0;;1101
018467;14;0;;1102
016508;14;0;;1103
019305;14;0;;1101
008407;14;0;;1101
019267;14;0;;1101
012823;14;0;;1101
016757;14.015;0;;1101
011868;14.07;0;;1101
018432;14.24;0;;1101
013408;14.27;0;;1101
000496;14.33;0;;1101
010733;14.485;0;;1101
013145;14.5;0;;1102
012021;14.665;0;;1101
009138;14.715;0;;1101
000452;14.83;0;;1101
019865;14.97;0;;1101
012153;15;0;;1101
002458;15;0;;1102
015363;15;0;;1101
021935;15;0;;1101
014610;15;0;;1101
017314;15;0;;1101
021938;15;0;;1101
021937;15;0;;1101
021603;15;0;;1101
020039;15;0;;1101
020623;15;0;;1101
010241;15;0;;1101
018224;15;0;;1101
018426;15;0;;1101
021769;15;0;;1101
009563;15;0;;1101
018730;15;0;;1101
022017;15;0;;1101
022102;15;0;;1101
021734;15;0;;1101
021604;15;0;;1101
021936;15;0;;1101
019816;15;0;;1101
020386;15;0;;1101
012222;15;0;;1102
019545;15;0;;1101
002499;15;0;;1101
021939;15;0;;1101
011778;15;0;;1101
016255;15;0;;1101
019806;15;0;;1101
014723;15;0;;1101
022003;15;0;;1101
017203;15;0;;1101
019820;15;0;;1101
021074;15;0;;1101
019548;15;0;;1101
000108;15.0000000000008;0;;1103
006610;15.065;0;;1101
018273;15.195;0;;1101
011851;15.24;0;;1101
012871;15.275;0;;1101
000298;15.285;0;;1101
013404;15.74;0;;1101
021705;15.825;0;;1101
019390;16;0;;1101
022119;16;0;;1101
017717;16;0;;1101
019802;16;0;;1101
011906;16;0;;1101
001187;16;0;;1101
008379;16;0;;1101
014053;16;0;;1101
012182;16;0;;1101
022004;16;0;;1101
019582;16;0;;1101
013276;16;0;;1101
017422;16;0;;1101
019304;16;0;;1101
020998;16;0;;1101
007826;16;0;;1101
022006;16;0;;1101
003238;16;0;;1101
019279;16;0;;1101
010386;16;0;;1101
018674;16;0;;1101
020939;16;0;;1102
021478;16;0;;1101
019845;16;0;;1101
015398;16;0;;1101
022097;16;0;;1101
022009;16;0;;1101
020997;16;0;;1101
007143;16.04;0;;1101
008014;16.627;0;;1101
000077;16.9999999999991;0;;1103
015913;17;0;;1101
018379;17;0;;1101
019004;17;0;;1101
020732;17;0;;1101
009107;17;0;;1101
018111;17;0;;1101
015623;17;0;;1101
020383;17;0;;1101
000797;17;0;;1101
000185;17;0;;1101
019579;17;0;;1101
015888;17;0;;1101
019822;17;0;;1101
020573;17;0;;1101
009343;17;0;;1101
018138;17;0;;1101
004797;17.09;0;;1101
014647;17.125;0;;1101
000510;17.565;0;;1101
019767;17.605;0;;1101
010656;17.93;0;;1101
021289;18;0;;1101
015127;18;0;;1101
002102;18;0;;1101
021189;18;0;;1101
010862;18;0;;0004
015591;18;0;;1101
006286;18;0;;1101
022169;18;0;;1101
018912;18;0;;1101
019928;18;0;;1101
020054;18;0;;1101
003059;18;0;;1101
015488;18;0;;1101
012414;18;0;;1101
022258;18;0;;1101
010387;18;0;;1101
022604;18;0;;1101
009801;18;0;;0008
017152;18;0;;1101
021329;18;0;;1101
019567;18;0;;1101
009509;18;0;;1101
000184;18;0;;1101
022673;18;0;;1101
013561;18;0;;1101
000284;18;0;;1101
022450;18;0;;1101
002094;18;0;;1101
000277;18;0;;1101
000275;18;0;;1101
019807;18;0;;1101
020061;18;0;;1101
020575;18;0;;1101
022011;18;0;;1101
021361;18;0;;1101
020291;18;0;;1101
021749;18;0;;1502
021747;18;0;;1502
009890;18;0;;1101
019855;18;0;;1101
022170;18;0;;1101
021175;18;0;;1101
015201;18;0;;1101
000273;18;0;;1101
021474;18;0;;1101
021183;18;0;;1101
021750;18;0;;1502
017897;18;0;;1101
012860;18;0;;1101
022540;18;0;;1101
019748;18;0;;1101
013240;18;0;;1101
018334;18;0;;1101
013988;18;0;;1101
019563;18;0;;1101
005017;18;0;;1101
001295;18;0;;1103
009416;18;0;;1101
017375;18;0;;1102
016891;18;0;;1101
018512;18;0;;1101
000274;18;0;;1101
022149;18;0;;1101
017688;18;0;;1101
005916;18;0;;1101
000286;18;0;;1101
009061;18;0;;1101
021639;18;0;;1102
019926;18;0;;1101
000285;18;0;;1101
021172;18;0;;1101
018331;18;0;;1101
020625;18;0;;1101
022171;18;0;;1101
008887;18;0;;1101
009893;18;0;;1101
019808;18;0;;1101
011940;18;0;;1101
019500;18;0;;1101
009518;18;0;;1101
022501;18;0;;1101
021456;18;0;;1101
021423;18.22;0;;1101
016196;18.425;0;;1101
022210;19;0;;1101
019130;19;0;;1101
005462;19;0;;1101
021738;19;0;;1101
021827;19;0;;1101
020457;19;0;;1101
000800;19;0;;1101
017311;19;0;;1101
020874;19;0;;1101
019359;19;0;;1101
010669;19;0;;1101
019186;19;0;;1101
017150;19;0;;1101
011513;19;0;;1102
018368;19;0;;1101
021758;19;0;;1101
019621;19;0;;1101
018204;19;0;;1101
017101;19;0;;1101
013571;19;0;;1101
013171;19;0;;1101
020753;19;0;;1101
018922;19;0;;1101
006241;19.225;0;;1101
012874;19.52;0;;1101
021053;19.58;0;;1101
010047;19.795;0;;1101
022487;19.83;0;;1101
002177;20;0;;1101
019360;20;0;;1101
022019;20;0;;1101
021291;20;0;;1101
021913;20;0;;1101
020384;20;0;;1101
022250;20;0;;1101
014495;20;0;;1103
019210;20;0;;1101
021990;20;0;;1101
018761;20;0;;1502
021986;20;0;;1101
021343;20;0;;1101
010435;20;0;;1101
017274;20;0;;1101
021830;20;0;;1101
019357;20;0;;1101
022158;20;0;;1101
015403;20;0;;1101
021125;20;0;;1101
014524;20;0;;1101
006260;20;0;;1101
009730;20;0;;1101
019564;20;0;;1101
008967;20;0;;1101
010665;20;0;;1101
012861;20;0;;1101
019355;20;0;;1101
020131;20;0;;1101
021829;20;0;;1101
019358;20;0;;1101
011702;20;0;;0012
020661;20;0;;1101
021814;20;0;;1101
020023;20;0;;1101
020730;20;0;;1101
005984;20;0;;1101
018759;20;0;;1502
022701;20;0;;1101
018788;20;0;;1101
008339;20;0;;1101
020749;20;0;;1101
019177;20;0;;1101
021988;20;0;;1101
010827;20;0;;1101
018762;20;0;;1502
022651;20;0;;1101
012866;20;0;;1101
002179;20;0;;1101
010240;20;0;;1101
013572;20;0;;1101
021521;20;0;;1101
021735;20;0;;1101
022229;20;0;;1101
021766;20;0;;1101
009569;20;0;;1101
021919;20.135;0;;1101
014438;20.135;0;;1101
000163;20.19;0;;1101
012408;20.35;0;;1101
022878;20.5;0;;1101
022752;20.61;0;;1101
014770;20.87;0;;1101
020619;21;0;;1101
000906;21;0;;1101
009263;21;0;;0003
011072;21;0;;1101
021525;21;0;;1101
014604;21;0;;1101
020624;21;0;;1101
020577;21;0;;1101
021828;21;0;;1101
011541;21;0;;1101
015992;21;0;;1101
019269;21;0;;1101
001289;21;0;;1103
019270;21;0;;1101
021150;21;0;;1101
010555;21;0;;1101
018513;21;0;;1101
016756;21;0;;1101
014555;21.395;0;;1101
012284;21.425;0;;1101
020655;22;0;;1101
010171;22;0;;1101
006607;22;0;;0004
020066;22;0;;1101
012775;22;0;;1101
016778;22;0;;1101
022162;22;0;;1101
018106;22;0;;1101
012070;22;0;;1101
018572;22;0;;1101
017797;22;0;;1101
020000;22;0;;1101
021106;22;0;;1101
020790;22;0;;1101
019565;22;0;;1101
021491;22;0;;1101
022495;22;0;;1101
000794;22;0;;1101
020869;22;0;;1101
018515;22;0;;1101
018205;22;0;;1101
017738;22;0;;1101
002845;22;0;;1101
014522;22;0;;1101
017230;22;0;;1101
012641;22;0;;1102
019109;22;0;;1101
013400;22.075;0;;1101
012285;22.31;0;;1101
000454;22.93;0;;1101
019472;23;0;;1101
001681;23;0;;1102
014406;23;0;;1101
012776;23;0;;1101
003567;23;0;;1101
017204;23;0;;1101
016678;23;0;;1102
000798;23;0;;1101
007918;23;0;;1101
020078;23;0;;1101
002844;23;0;;1101
022007;23;0;;1101
011501;23;0;;1101
020793;23;0;;1101
020313;23;0;;1101
014405;23;0;;1101
012512;23;0;;1101
018858;23;0;;1101
017249;23;0;;1101
019123;23;0;;1101
015540;23;0;;1101
019568;23;0;;1101
021867;23;0;;1101
000795;23;0;;1101
018141;23;0;;1101
007866;23;0;;1101
020738;23;0;;1101
004055;23;0;;1101
016142;23;0;;1101
016584;23;0;;1101
001385;23;0;;1102
016673;23;0;;1101
018675;23;0;;1101
018716;23;0;;1101
022166;23;0;;1101
016265;23;0;;1101
020523;23;0;;1101
009511;23;0;;1101
015474;23.019;0;;1101
014387;23.075;0;;1101
006603;23.115;0;;1101
019898;23.145;0;;1101
016138;23.315;0;;1101
021663;23.405;0;;1101
019611;23.755;0;;1101
000090;23.775;0;;1101
000094;23.9999999999993;0;;1103
013623;24;0;;1101
019860;24;0;;1101
004129;24;0;;1101
020151;24;0;;1101
015915;24;0;;1101
016087;24;0;;1101
002060;24;0;;1101
017000;24;0;;1101
022496;24;0;;1101
020659;24;0;;1101
021108;24;0;;1101
021753;24;0;;1101
019874;24;0;;1101
000995;24;0;;1101
013131;24;0;;1101
019036;24;0;;1101
022563;24;0;;1101
013388;24;0;;1101
022216;24;0;;1101
020477;24;0;;1101
006296;24;0;;1101
015303;24;0;;1101
019831;24;0;;1101
012073;24;0;;1101
002830;24;0;;1101
002859;24;0;;1101
010679;24;0;;1101
022146;24;0;;1101
021284;24;0;;1101
016252;24;0;;1101
021651;24;0;;1101
002361;24;0;;1101
016935;24;0;;1101
013481;24;0;;1101
008882;24;0;;1101
013289;24;0;;0003
020656;24;0;;1101
002044;24;0;;1101
015565;24;0;;1101
021957;24;0;;1101
018601;24;0;;1101
022543;24;0;;1101
020641;24;0;;1101
008183;24;0;;1101
018145;24;0;;1101
018400;24;0;;1101
018729;24;0;;1101
019356;24;0;;1101
013385;24;0;;1101
021288;24;0;;1101
014790;24;0;;1101
016683;24;0;;1101
021105;24;0;;1101
018877;24;0;;1101
013127;24;0;;1101
019917;24;0;;1101
008296;24;0;;1101
022440;24;0;;1101
018575;24;0;;1101
020129;24;0;;1101
009099;24;0;;1101
007531;24;0;;1101
017977;24;0;;1101
001484;24;0;;1101
020846;24;0;;1101
018811;24;0;;1101
012415;24;0;;1101
004132;24;0;;1101
018782;24;0;;1101
021282;24;0;;1101
022542;24;0;;1101
021279;24;0;;1101
020155;24;0;;1101
007272;24;0;;1101
014383;24;0;;1101
021159;24;0;;1101
022709;24;0;;1101
006628;24;0;;1101
007904;24;0;;1101
020975;24;0;;1101
000063;24;0;;1101
016682;24;0;;1101
022671;24;0;;1101
002070;24;0;;1101
009396;24;0;;1101
015993;24;0;;1101
015704;24;0;;1101
010381;24;0;;1101
020227;24;0;;1101
022898;24;0;;1101
019963;24;0;;1101
012155;24;0;;1101
013126;24;0;;1101
020988;24;0;;1101
005905;24;0;;0011
019404;24;0;;1101
021278;24;0;;1101
009501;24;0;;1101
022733;24;0;;1101
020970;24;0;;1101
021944;24;0;;1101
021669;24;0;;1101
020250;24;0;;1101
019537;24;0;;1101
017179;24;0;;1101
018784;24;0;;0004
012066;24;0;;1101
021488;24;0;;1101
022078;24;0;;1101
019408;24;0;;1101
012068;24;0;;1101
002618;24;0;;1101
021989;24;0;;1101
019211;24;0;;1101
019929;24;0;;1101
001007;24;0;;1101
021489;24;0;;1101
017195;24;0;;1101
021840;24;0;;1101
021467;24;0;;1101
020152;24;0;;1101
021494;24;0;;1101
020242;24;0;;1101
018998;24;0;;1101
007732;24;0;;1101
010677;24;0;;1101
007273;24;0;;1101
002412;24;0;;1101
015889;24;0;;1101
021173;24;0;;1101
018517;24;0;;1101
010894;24;0;;1101
018873;24;0;;1101
022245;24;0;;1101
016879;24;0;;1101
022082;24;0;;1101
013132;24;0;;1101
013129;24;0;;1101
021317;24;0;;1101
018524;24;0;;1101
021496;24;0;;1101
021849;24;0;;1101
022186;24;0;;1101
011938;24;0;;1101
013357;24;0;;1101
015898;24;0;;1101
021219;24;0;;1101
021623;24;0;;1101
021163;24;0;;1101
020154;24;0;;1101
019026;24;0;;1101
020156;24;0;;1101
014826;24;0;;1101
022681;24;0;;1101
010780;24;0;;1101
022244;24;0;;1101
020872;24;0;;1101
020177;24;0;;1101
011955;24;0;;1101
022205;24;0;;1101
021670;24;0;;1101
010781;24;0;;1101
012613;24;0;;1101
002836;24;0;;1101
012076;24;0;;1101
017116;24;0;;1101
020391;24;0;;1101
016484;24;0;;1101
022753;24;0;;1101
006524;24;0;;0012
002785;24;0;;1101
021982;24;0;;1101
017931;24;0;;1101
014112;24;0;;1101
020233;24;0;;1101
009142;24;0;;1101
014407;24;0;;1101
002068;24;0;;1101
022249;24;0;;1101
002084;24;0;;0012
017976;24;0;;1101
019135;24;0;;1101
022595;24;0;;1101
017248;24;0;;1101
013287;24;0;;1101
013258;24;0;;1101
002071;24;0;;1101
010670;24;0;;1101
019962;24;0;;1101
019436;24;0;;1101
021711;24;0;;1101
017123;24;0;;1101
022754;24;0;;1101
015587;24;0;;1101
021668;24;0;;1101
006047;24;0;;0007
016073;24;0;;1101
022486;24;0;;1101
021726;24;0;;1101
013128;24;0;;1101
001887;24;0;;1101
015160;24;0;;1101
022221;24;0;;1101
012927;24;0;;1101
010899;24;0;;1101
006317;24;0;;1101
021220;24;0;;1101
022173;24;0;;1101
008509;24;0;;1101
019803;24;0;;1101
010155;24;0;;1101
021490;24;0;;1101
021166;24;0;;1101
021865;24;0;;1101
014692;24;0;;0004
019543;24;0;;1101
012578;24;0;;1101
022168;24;0;;1101
021746;24;0;;1502
015122;24;0;;1101
018429;24;0;;1101
022018;24;0;;1101
022218;24;0;;1101
012433;24;0;;1101
022167;24;0;;1101
012670;24;0;;1101
008668;24;0;;1101
021458;24;0;;1101
020949;24;0;;1101
019203;24;0;;1101
018253;24;0;;1101
021063;24;0;;1101
007127;24.025;0;;1101
018394;24.11;0;;1101
019400;24.15;0;;1101
013398;24.44;0;;1101
011245;25;0;;1101
021137;25;0;;1101
017117;25;0;;1101
016537;25;0;;1101
020706;25;0;;1101
020316;25;0;;1101
018416;25;0;;1502
007070;25;0;;0003
000304;25;0;;0011
021908;25;0;;1101
018029;25;0;;1101
016076;25;0;;1101
020153;25;0;;1101
010164;25;0;;1101
020995;25;0;;1101
010384;25;0;;1101
019111;25;0;;1101
020870;25;0;;1101
020314;25;0;;1101
019228;25;0;;1101
012659;25;0;;1101
020576;25;0;;1101
009551;25;0;;1101
012656;25;0;;1101
019179;25;0;;1101
016414;25.257;0;;1101
004311;25.405;0;;1101
021450;25.43;0;;1101
007373;25.815;0;;1101
006740;25.82;0;;1101
018326;25.88;0;;1101
000145;25.9999999999991;0;;1103
004692;26;0;;1101
010162;26;0;;1101
018012;26;0;;1101
019909;26;0;;1102
012661;26;0;;1101
012304;26;0;;1101
012172;26;0;;1101
022438;26;0;;1101
022139;26;0;;1101
021087;26;0;;1101
007397;26;0;;1101
020376;26;0;;1101
016962;26;0;;1101
019141;26;0;;1101
016995;26;0;;1101
003689;26;0;;1101
018773;26;0;;1101
019401;26.21;0;;1101
000393;26.535;0;;1101
010200;26.906;0;;1101
019603;27;0;;1101
020221;27;0;;1101
014212;27;0;;1101
010788;27;0;;1101
020375;27;0;;1101
018428;27;0;;1101
020095;27;0;;1103
022095;27;0;;1101
020387;27;0;;1101
018333;27;0;;1101
020877;27;0;;1101
021151;27.692;0;;1101
000380;27.76;0;;1101
018388;27.895;0;;1101
022439;28;0;;1101
012293;28;0;;1101
017917;28;0;;0008
021418;28;0;;1101
019124;28;0;;1101
020223;28;0;;1101
010663;28;0;;1101
019278;28;0;;1101
020731;28;0;;1102
017916;28;0;;0008
019125;28;0;;1101
021909;28;0;;1101
019175;28;0;;1101
001673;28;0;;1101
014500;28;0;;1101
019300;28;0;;1101
008295;28;0;;1101
010673;28;0;;1101
018910;28;0;;1101
019813;28;0;;1101
000015;28;0;;0004
019833;28.355;0;;1101
019399;28.43;0;;1101
018885;28.585;0;;1101
009136;28.975;0;;1101
016536;29;0;;1101
015336;29;0;;1101
010163;29;0;;1101
015752;29;0;;1101
013567;29;0;;1101
018157;29;0;;1101
011257;29;0;;1101
010156;29;0;;1101
017175;29;0;;1101
022138;29;0;;1101
015737;29;0;;1101
012161;29;0;;1101
010377;29;0;;1101
015444;29;0;;1101
020866;29;0;;1101
021421;29;0;;1101
019246;29;0;;1101
019854;29;0;;1101
000436;29.12;0;;1101
013803;30;0;;1502
022508;30;0;;1101
021945;30;0;;1101
009514;30;0;;1101
015200;30;0;;1101
021083;30;0;;1101
021088;30;0;;1101
016996;30;0;;1101
000276;30;0;;1101
004070;30;0;;1101
014113;30;0;;1101
014693;30;0;;1101
017167;30;0;;1101
017871;30;0;;1101
021480;30;0;;1101
021750;30;0;;1101
004457;30;0;;1101
021177;30;0;;1101
022230;30;0;;1101
020855;30;0;;1101
015916;30;0;;1101
016779;30;0;;1101
015129;30;0;;1101
020734;30;0;;1101
015239;30;0;;1101
021835;30;0;;1101
019042;30;0;;1101
021748;30;0;;1101
010170;30;0;;1101
012340;30;0;;1101
021475;30;0;;1101
018789;30;0;;1101
021786;30;0;;1101
020224;30;0;;1101
009891;30;0;;1101
009517;30;0;;1101
002829;30;0;;1101
018088;30;0;;1101
021747;30;0;;1101
018139;30;0;;1101
016473;30;0;;1101
021836;30;0;;1101
016457;30;0;;1101
016994;30;0;;1101
022024;30;0;;1101
021834;30;0;;1101
019843;30;0;;1101
018377;30;0;;1101
007102;30;0;;1101
013624;30;0;;1101
020063;30;0;;1101
021362;30;0;;1101
019910;30;0;;1101
021179;30;0;;1101
021902;30;0;;1101
021164;30;0;;1101
019131;30;0;;1101
010959;30;0;;1101
013065;30;0;;1101
015899;30;0;;1101
014519;30;0;;1101
020220;30;0;;1101
013284;30;0;;1101
015901;30;0;;1101
021410;30;0;;1101
020289;30;0;;1101
010681;30;0;;1101
013625;30;0;;1101
008737;30;0;;1101
021652;30;0;;1101
011081;30.116;0;;1101
011874;30.49;0;;1101
014988;30.74;0;;1101
018325;30.8;0;;1101
019976;31;0;;1101
019927;31;0;;1101
000161;31;0;;1101
018853;31;0;;1101
012580;31;0;;1101
